timestamp,blockCount,txCount
1765065600000,37522,6882
1764979200000,38013,6970
1764892800000,37927,7439
1764806400000,38038,8263
1764720000000,37943,7933
1764633600000,37973,8470
1764547200000,38049,8090
1764460800000,38026,9257
1764374400000,38013,8417
1764288000000,37985,8667
1764201600000,38045,11222
1764115200000,37978,20201
1764028800000,38105,8536
1763942400000,37941,8915
1763856000000,37928,8154
1763769600000,37905,9034
1763683200000,37830,8119
1763596800000,37876,9298
1763510400000,37839,8996
1763424000000,37929,8281
1763337600000,41327,9581
1763251200000,42489,8046
1763164800000,42489,8210
1763078400000,42526,8460
1762992000000,42544,9045
1762905600000,42507,8568
1762819200000,38699,8388
1762732800000,41414,8247
1762646400000,42405,9159
1762560000000,42393,9129
1762473600000,42214,8513
1762387200000,42272,8585
1762300800000,42279,8370
1762214400000,39472,8776
1762128000000,41459,8531
1762041600000,42448,8348
1761955200000,42419,8717
1761868800000,42347,8509
1761782400000,42262,9303
1761696000000,42311,8911
1761609600000,42321,9420
1761523200000,41298,9487
1761436800000,42386,8815
1761350400000,42382,9873
1761264000000,42443,8758
1761177600000,39539,9619
1761091200000,38133,9296
1761004800000,38167,9420
1760918400000,38035,8874
1760832000000,38061,8876
1760745600000,38141,8879
1760659200000,38102,9436
1760572800000,38022,10406
1760486400000,37926,10385
1760400000000,37965,9620
1760313600000,41388,9663
1760227200000,42489,9999
1760140800000,42554,10724
1760054400000,42443,10944
1759968000000,42424,9746
1759881600000,42410,9996
1759795200000,39533,10870
1759708800000,41296,11292
1759622400000,42460,10836
1759536000000,42619,10351
1759449600000,42711,10492
1759363200000,42574,10175
1759276800000,42302,9919
1759190400000,39444,10078
1759104000000,41942,10571
1759017600000,42956,10652
1758931200000,42943,9908
1758844800000,42977,10689
1758758400000,42991,10135
1758672000000,43020,10993
1758585600000,39567,8159
1758499200000,41938,11390
1758412800000,43063,10386
1758326400000,43018,10258
1758240000000,43114,10303
1758153600000,43067,10636
1758067200000,43088,11216
1757980800000,43087,11391
1757894400000,42665,10810
1757808000000,42836,10963
1757721600000,42976,11093
1757635200000,43047,11012
1757548800000,43065,11354
1757462400000,40942,11110
1757376000000,42891,11172
1757289600000,40007,11677
1757203200000,42813,10894
1757116800000,42650,11589
1757030400000,42713,11981
1756944000000,42617,13305
1756857600000,42603,12552
1756771200000,38973,13425
1756684800000,41542,11967
1756598400000,42398,12348
1756512000000,42346,14269
1756425600000,42401,11921
1756339200000,42571,11661
1756252800000,42591,12006
1756166400000,42807,14001
1756080000000,42800,12816
1755993600000,42934,13022
1755907200000,42935,14053
1755820800000,42919,13223
1755734400000,42945,12472
1755648000000,43097,12240
1755561600000,43163,11878
1755475200000,43220,12434
1755388800000,43217,11685
1755302400000,43025,12155
1755216000000,43155,12371
1755129600000,43101,13010
1755043200000,42854,13577
1754956800000,42884,12233
1754870400000,42980,12246
1754784000000,42998,13562
1754697600000,42650,12911
1754611200000,42657,14393
1754524800000,41917,13721
1754438400000,42460,14011
1754352000000,42268,12552
1754265600000,42464,12780
1754179200000,42499,12635
1754092800000,42588,14020
1754006400000,42599,14343
1753920000000,42416,13555
1753833600000,42106,15317
1753747200000,41674,15393
1753660800000,41125,15943
1753574400000,42573,12499
1753488000000,42582,13143
1753401600000,42479,14645
1753315200000,42428,14911
1753228800000,42560,15267
1753142400000,42560,15872
1753056000000,42308,14652
1752969600000,42390,13617
1752883200000,42482,13382
1752796800000,42379,16003
1752710400000,42359,16962
1752624000000,42599,17210
1752537600000,41790,15294
1752451200000,42444,16387
1752364800000,42501,15830
1752278400000,42491,15593
1752192000000,42387,16799
1752105600000,42442,18126
1752019200000,42291,17516
1751932800000,42166,19372
1751846400000,42456,18267
1751760000000,42408,18502
1751673600000,42235,18158
1751587200000,42316,20072
1751500800000,42330,19445
1751414400000,42444,19285
1751328000000,42526,19483
1751241600000,42651,18295
1751155200000,42631,17034
1751068800000,42351,17910
1750982400000,42147,20466
1750896000000,42188,19621
1750809600000,42236,22279
1750723200000,41854,19721
1750636800000,41622,20065
1750550400000,41610,18504
1750464000000,41747,18317
1750377600000,41813,17709
1750291200000,41755,19039
1750204800000,41603,17946
1750118400000,40551,19884
1750032000000,36661,20177
1749945600000,38021,21874
1749859200000,38528,18402
1749772800000,38583,19288
1749686400000,38654,20294
1749600000000,38367,20662
