source,target,messages,txs,channel,timestamp,volume,type
lombard,cosmos,0,0,transfer/channel-0,1764892800000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764892800000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764806400000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764806400000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764720000000,0,ack
lombard,cosmos,1,1,transfer/channel-0,1764720000000,8.9424,receive
lombard,cosmos,0,0,transfer/channel-0,1764633600000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764633600000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764547200000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764547200000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764460800000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764460800000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764374400000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764374400000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764288000000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764288000000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764201600000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764201600000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764115200000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764115200000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1764028800000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1764028800000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1763942400000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1763942400000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1763856000000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1763856000000,0,receive
lombard,cosmos,0,0,transfer/channel-0,1763769600000,0,ack
lombard,cosmos,0,0,transfer/channel-0,1763769600000,0,receive
